density,category,window
1.0,Housekeeping,1000
2.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
1.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
2.5,Housekeeping,1000
2.5,Housekeeping,1000
0.5,Housekeeping,1000
2.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
1.5,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
2.0,Housekeeping,1000
1.0,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
2.0,Housekeeping,1000
3.0,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
1.5,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
2.5,Housekeeping,1000
0.0,Housekeeping,1000
1.5,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
1.5,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
2.0,Housekeeping,1000
2.5,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
2.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
2.5,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
2.0,Housekeeping,1000
0.0,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
1.5,Housekeeping,1000
1.5,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
2.5,Housekeeping,1000
1.5,Housekeeping,1000
2.0,Housekeeping,1000
2.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
3.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
2.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
1.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
1.5,Housekeeping,1000
2.0,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.5,Housekeeping,1000
1.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
2.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
2.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
2.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
2.0,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
2.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
2.0,Housekeeping,1000
2.0,Housekeeping,1000
1.5,Housekeeping,1000
2.5,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
2.0,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
2.5,Housekeeping,1000
2.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.5,Housekeeping,1000
1.0,Housekeeping,1000
1.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
1.5,Housekeeping,1000
1.5,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
1.5,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
2.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
1.0,Housekeeping,1000
0.0,Housekeeping,1000
1.5,Housekeeping,1000
1.0,Housekeeping,1000
0.5,Housekeeping,1000
0.5,Housekeeping,1000
